Date,Nikkei,TOPIX,NT
2026-02-05,53818.04,3652.41,14.7349
2026-02-06,54253.68,3699.0,14.6671
2026-02-09,56363.94,3783.57,14.897
2026-02-10,57650.54,3855.28,14.9537
2026-02-12,57639.84,3882.16,14.8474
2026-02-13,56941.97,3818.85,14.9108
2026-02-16,56806.41,3787.38,14.9989
2026-02-17,56566.49,3761.55,15.0381
2026-02-18,57143.84,3807.25,15.0092
2026-02-19,57467.83,3852.09,14.9186
2026-02-20,56825.7,3808.48,14.9208
2026-02-24,57321.09,3815.98,15.0213
2026-02-25,58583.12,3843.16,15.2435
2026-02-26,58753.39,3880.34,15.1413
2026-02-27,58850.27,3938.68,14.9416
2026-03-02,58057.24,3898.42,14.8925
2026-03-03,56279.05,3772.17,14.9195
2026-03-04,54245.54,3633.67,14.9286
2026-03-05,55278.06,3702.67,14.9292
2026-03-06,55620.84,3716.93,14.9642
2026-03-09,52728.72,3575.84,14.7458
2026-03-10,54248.39,3664.28,14.8047
2026-03-11,55025.37,3698.85,14.8763
2026-03-12,54452.96,3649.85,14.9192
2026-03-13,53819.61,3629.03,14.8303
2026-03-16,53751.15,3610.73,14.8865
2026-03-17,53700.39,3627.07,14.8054
2026-03-18,55239.4,3717.41,14.8596
2026-03-19,53372.53,3609.4,14.7871
2026-03-23,51515.49,3486.44,14.776
2026-03-24,52252.28,3559.67,14.679
2026-03-25,53749.62,3650.99,14.7219
2026-03-26,53603.65,3642.8,14.715
2026-03-27,53373.07,3649.69,14.624
2026-03-30,51885.85,3542.34,14.6473
2026-03-31,51063.72,3497.86,14.5986
2026-04-01,53739.68,3670.9,14.6394
2026-04-02,52463.27,3611.67,14.526
2026-04-03,53123.49,3645.19,14.5736
2026-04-06,53413.68,3644.8,14.6548
2026-04-07,53429.56,3654.02,14.6221
2026-04-08,56308.42,3775.3,14.915
2026-04-09,55895.32,3741.47,14.9394
2026-04-10,56924.11,3739.85,15.221
2026-04-13,56502.77,3723.01,15.1766
2026-04-14,57877.39,3755.27,15.4123
2026-04-15,58134.24,3770.33,15.4189
2026-04-16,59518.34,3814.46,15.6033
2026-04-17,58475.9,3760.81,15.5488
2026-04-20,58824.89,3777.02,15.5744
2026-04-21,59349.17,3770.38,15.7409
2026-04-22,59585.86,3744.99,15.9108
2026-04-23,59140.23,3716.38,15.9134
